accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	num_date
PP852963	PP852963.1	VSP205	2023-03-03	Africa	Nigeria	Rivers		Homo sapiens	2024-07-09		Parker et al.	Parker,E.,Omah,I.F.,Varilly,P.,Magee,A.,Ayinla,A.O.,Sijuwola,A.E.,Ahmed,M.I.,Ope-ewe,O.O.,Ogunsanya,O.A.,Olono,A.,Eromon,P.,Tomkins-Tinch,C.H.,Otieno,J.R.,Akanbi,O.,Egwuenu,A.,Ehiakhamen,O.,Chukwu,C.,Suleiman,K.,Akinpelu,A.,Ahmad,A.,Imam,K.I.,Ojedele,R.,Oripenaye,V.,Ikeata,K.,Adelakun,S.,Olajumoke,B.,Djuicy,D.D.,Messanga Essengue,L.L.,Moumbeket Yifomnjou,M.H.,Zeller,M.,Gangavarapu,K.,O'Toole,A.,Park,D.J.,Mboowa,G.,Tessema,S.K.,Tebeje,Y.K.,Folarin,O.,Happi,A.,Lemey,P.,Suchard,M.A.,Andersen,K.G.,Sabeti,P.,Rambaut,A.,Njoum,R.,Ihekweazu,C.,Jide,I.,Adetifa,I.,Happi,C.T.,Omah,I.,Isa Imam,K.,Tomkins-Tinch,C.,Richard Otieno,J.,Doreen Djuicy,D.,Landry Messanga Essengue,L.,Henri Moumbeket Yifomnjou,M.,Moneyang Francoise Cely,F.,Flavien,K.,Cyrielle Gonofio,E.,Anne Feissona Senam,R.,Dzeret Indolo,G.,Reize Bani Ampiri,V.,Aymard,D.,Luakanda,G.,J Park,D.,Lemmey,P.,Suchard,M.,Andersen,K.,Mbala,P.,Happi,C.	University of Edinburgh, Institute of Ecology and Evolution	IIb	hMPXV-1	A.2.3	1.0	0	591	0	good	good	good	good	good	OPG174:290-347	False	2023.168493150685
PP852964	PP852964.1	VSP206	2023-03-15	Africa	Nigeria	Niger		Homo sapiens	2024-07-09		Parker et al.	Parker,E.,Omah,I.F.,Varilly,P.,Magee,A.,Ayinla,A.O.,Sijuwola,A.E.,Ahmed,M.I.,Ope-ewe,O.O.,Ogunsanya,O.A.,Olono,A.,Eromon,P.,Tomkins-Tinch,C.H.,Otieno,J.R.,Akanbi,O.,Egwuenu,A.,Ehiakhamen,O.,Chukwu,C.,Suleiman,K.,Akinpelu,A.,Ahmad,A.,Imam,K.I.,Ojedele,R.,Oripenaye,V.,Ikeata,K.,Adelakun,S.,Olajumoke,B.,Djuicy,D.D.,Messanga Essengue,L.L.,Moumbeket Yifomnjou,M.H.,Zeller,M.,Gangavarapu,K.,O'Toole,A.,Park,D.J.,Mboowa,G.,Tessema,S.K.,Tebeje,Y.K.,Folarin,O.,Happi,A.,Lemey,P.,Suchard,M.A.,Andersen,K.G.,Sabeti,P.,Rambaut,A.,Njoum,R.,Ihekweazu,C.,Jide,I.,Adetifa,I.,Happi,C.T.,Omah,I.,Isa Imam,K.,Tomkins-Tinch,C.,Richard Otieno,J.,Doreen Djuicy,D.,Landry Messanga Essengue,L.,Henri Moumbeket Yifomnjou,M.,Moneyang Francoise Cely,F.,Flavien,K.,Cyrielle Gonofio,E.,Anne Feissona Senam,R.,Dzeret Indolo,G.,Reize Bani Ampiri,V.,Aymard,D.,Luakanda,G.,J Park,D.,Lemmey,P.,Suchard,M.,Andersen,K.,Mbala,P.,Happi,C.	University of Edinburgh, Institute of Ecology and Evolution	IIb	hMPXV-1	A.2.3	1.0	0	589	0	good	good	good	good	good	OPG174:290-347	False	2023.2013698630137
PP852967	PP852967.1	VSP209	2023-03-20	Africa	Nigeria	Abia		Homo sapiens	2024-07-09		Parker et al.	Parker,E.,Omah,I.F.,Varilly,P.,Magee,A.,Ayinla,A.O.,Sijuwola,A.E.,Ahmed,M.I.,Ope-ewe,O.O.,Ogunsanya,O.A.,Olono,A.,Eromon,P.,Tomkins-Tinch,C.H.,Otieno,J.R.,Akanbi,O.,Egwuenu,A.,Ehiakhamen,O.,Chukwu,C.,Suleiman,K.,Akinpelu,A.,Ahmad,A.,Imam,K.I.,Ojedele,R.,Oripenaye,V.,Ikeata,K.,Adelakun,S.,Olajumoke,B.,Djuicy,D.D.,Messanga Essengue,L.L.,Moumbeket Yifomnjou,M.H.,Zeller,M.,Gangavarapu,K.,O'Toole,A.,Park,D.J.,Mboowa,G.,Tessema,S.K.,Tebeje,Y.K.,Folarin,O.,Happi,A.,Lemey,P.,Suchard,M.A.,Andersen,K.G.,Sabeti,P.,Rambaut,A.,Njoum,R.,Ihekweazu,C.,Jide,I.,Adetifa,I.,Happi,C.T.,Omah,I.,Isa Imam,K.,Tomkins-Tinch,C.,Richard Otieno,J.,Doreen Djuicy,D.,Landry Messanga Essengue,L.,Henri Moumbeket Yifomnjou,M.,Moneyang Francoise Cely,F.,Flavien,K.,Cyrielle Gonofio,E.,Anne Feissona Senam,R.,Dzeret Indolo,G.,Reize Bani Ampiri,V.,Aymard,D.,Luakanda,G.,J Park,D.,Lemmey,P.,Suchard,M.,Andersen,K.,Mbala,P.,Happi,C.	University of Edinburgh, Institute of Ecology and Evolution	IIb	hMPXV-1	A.2.3	1.0	0	590	0	good	good	good	good	good	OPG174:290-347	False	2023.2150684931507
PP852968	PP852968.1	VSP210	2023-03-21	Africa	Nigeria	Enugu		Homo sapiens	2024-07-09		Parker et al.	Parker,E.,Omah,I.F.,Varilly,P.,Magee,A.,Ayinla,A.O.,Sijuwola,A.E.,Ahmed,M.I.,Ope-ewe,O.O.,Ogunsanya,O.A.,Olono,A.,Eromon,P.,Tomkins-Tinch,C.H.,Otieno,J.R.,Akanbi,O.,Egwuenu,A.,Ehiakhamen,O.,Chukwu,C.,Suleiman,K.,Akinpelu,A.,Ahmad,A.,Imam,K.I.,Ojedele,R.,Oripenaye,V.,Ikeata,K.,Adelakun,S.,Olajumoke,B.,Djuicy,D.D.,Messanga Essengue,L.L.,Moumbeket Yifomnjou,M.H.,Zeller,M.,Gangavarapu,K.,O'Toole,A.,Park,D.J.,Mboowa,G.,Tessema,S.K.,Tebeje,Y.K.,Folarin,O.,Happi,A.,Lemey,P.,Suchard,M.A.,Andersen,K.G.,Sabeti,P.,Rambaut,A.,Njoum,R.,Ihekweazu,C.,Jide,I.,Adetifa,I.,Happi,C.T.,Omah,I.,Isa Imam,K.,Tomkins-Tinch,C.,Richard Otieno,J.,Doreen Djuicy,D.,Landry Messanga Essengue,L.,Henri Moumbeket Yifomnjou,M.,Moneyang Francoise Cely,F.,Flavien,K.,Cyrielle Gonofio,E.,Anne Feissona Senam,R.,Dzeret Indolo,G.,Reize Bani Ampiri,V.,Aymard,D.,Luakanda,G.,J Park,D.,Lemmey,P.,Suchard,M.,Andersen,K.,Mbala,P.,Happi,C.	University of Edinburgh, Institute of Ecology and Evolution	IIb	hMPXV-1	A.2.3	0.9999898584750188	2	593	0	good	good	good	good	good	OPG174:290-347	False	2023.217808219178
PP852971	PP852971.1	VSP214	2023-05-31	Africa	Nigeria	Federal Capital Territory		Homo sapiens	2024-07-09		Parker et al.	Parker,E.,Omah,I.F.,Varilly,P.,Magee,A.,Ayinla,A.O.,Sijuwola,A.E.,Ahmed,M.I.,Ope-ewe,O.O.,Ogunsanya,O.A.,Olono,A.,Eromon,P.,Tomkins-Tinch,C.H.,Otieno,J.R.,Akanbi,O.,Egwuenu,A.,Ehiakhamen,O.,Chukwu,C.,Suleiman,K.,Akinpelu,A.,Ahmad,A.,Imam,K.I.,Ojedele,R.,Oripenaye,V.,Ikeata,K.,Adelakun,S.,Olajumoke,B.,Djuicy,D.D.,Messanga Essengue,L.L.,Moumbeket Yifomnjou,M.H.,Zeller,M.,Gangavarapu,K.,O'Toole,A.,Park,D.J.,Mboowa,G.,Tessema,S.K.,Tebeje,Y.K.,Folarin,O.,Happi,A.,Lemey,P.,Suchard,M.A.,Andersen,K.G.,Sabeti,P.,Rambaut,A.,Njoum,R.,Ihekweazu,C.,Jide,I.,Adetifa,I.,Happi,C.T.,Omah,I.,Isa Imam,K.,Tomkins-Tinch,C.,Richard Otieno,J.,Doreen Djuicy,D.,Landry Messanga Essengue,L.,Henri Moumbeket Yifomnjou,M.,Moneyang Francoise Cely,F.,Flavien,K.,Cyrielle Gonofio,E.,Anne Feissona Senam,R.,Dzeret Indolo,G.,Reize Bani Ampiri,V.,Aymard,D.,Luakanda,G.,J Park,D.,Lemmey,P.,Suchard,M.,Andersen,K.,Mbala,P.,Happi,C.	University of Edinburgh, Institute of Ecology and Evolution	IIb	hMPXV-1	A.2.2	1.0	0	590	0	good	good	good	good	good	OPG174:290-347	False	2023.4123287671232
PP852972	PP852972.1	VSP215	2023-05-31	Africa	Nigeria	Federal Capital Territory		Homo sapiens	2024-07-09		Parker et al.	Parker,E.,Omah,I.F.,Varilly,P.,Magee,A.,Ayinla,A.O.,Sijuwola,A.E.,Ahmed,M.I.,Ope-ewe,O.O.,Ogunsanya,O.A.,Olono,A.,Eromon,P.,Tomkins-Tinch,C.H.,Otieno,J.R.,Akanbi,O.,Egwuenu,A.,Ehiakhamen,O.,Chukwu,C.,Suleiman,K.,Akinpelu,A.,Ahmad,A.,Imam,K.I.,Ojedele,R.,Oripenaye,V.,Ikeata,K.,Adelakun,S.,Olajumoke,B.,Djuicy,D.D.,Messanga Essengue,L.L.,Moumbeket Yifomnjou,M.H.,Zeller,M.,Gangavarapu,K.,O'Toole,A.,Park,D.J.,Mboowa,G.,Tessema,S.K.,Tebeje,Y.K.,Folarin,O.,Happi,A.,Lemey,P.,Suchard,M.A.,Andersen,K.G.,Sabeti,P.,Rambaut,A.,Njoum,R.,Ihekweazu,C.,Jide,I.,Adetifa,I.,Happi,C.T.,Omah,I.,Isa Imam,K.,Tomkins-Tinch,C.,Richard Otieno,J.,Doreen Djuicy,D.,Landry Messanga Essengue,L.,Henri Moumbeket Yifomnjou,M.,Moneyang Francoise Cely,F.,Flavien,K.,Cyrielle Gonofio,E.,Anne Feissona Senam,R.,Dzeret Indolo,G.,Reize Bani Ampiri,V.,Aymard,D.,Luakanda,G.,J Park,D.,Lemmey,P.,Suchard,M.,Andersen,K.,Mbala,P.,Happi,C.	University of Edinburgh, Institute of Ecology and Evolution	IIb	hMPXV-1	A.2.2	1.0	0	590	0	good	good	good	good	good	OPG174:290-347	False	2023.4123287671232
PP852984	PP852984.1	TRM281	2022-10-11	Africa	Nigeria	Imo		Homo sapiens	2024-07-09		Parker et al.	Parker,E.,Omah,I.F.,Varilly,P.,Magee,A.,Ayinla,A.O.,Sijuwola,A.E.,Ahmed,M.I.,Ope-ewe,O.O.,Ogunsanya,O.A.,Olono,A.,Eromon,P.,Tomkins-Tinch,C.H.,Otieno,J.R.,Akanbi,O.,Egwuenu,A.,Ehiakhamen,O.,Chukwu,C.,Suleiman,K.,Akinpelu,A.,Ahmad,A.,Imam,K.I.,Ojedele,R.,Oripenaye,V.,Ikeata,K.,Adelakun,S.,Olajumoke,B.,Djuicy,D.D.,Messanga Essengue,L.L.,Moumbeket Yifomnjou,M.H.,Zeller,M.,Gangavarapu,K.,O'Toole,A.,Park,D.J.,Mboowa,G.,Tessema,S.K.,Tebeje,Y.K.,Folarin,O.,Happi,A.,Lemey,P.,Suchard,M.A.,Andersen,K.G.,Sabeti,P.,Rambaut,A.,Njoum,R.,Ihekweazu,C.,Jide,I.,Adetifa,I.,Happi,C.T.,Omah,I.,Isa Imam,K.,Tomkins-Tinch,C.,Richard Otieno,J.,Doreen Djuicy,D.,Landry Messanga Essengue,L.,Henri Moumbeket Yifomnjou,M.,Moneyang Francoise Cely,F.,Flavien,K.,Cyrielle Gonofio,E.,Anne Feissona Senam,R.,Dzeret Indolo,G.,Reize Bani Ampiri,V.,Aymard,D.,Luakanda,G.,J Park,D.,Lemmey,P.,Suchard,M.,Andersen,K.,Mbala,P.,Happi,C.	University of Edinburgh, Institute of Ecology and Evolution	IIb	hMPXV-1	A.3	0.9967192166686104	642	593	5	good	good	good	good	good	OPG174:2-347	False	2022.7767123287672
PP852994	PP852994.1	TRM294	2022-11-01	Africa	Nigeria	Edo		Homo sapiens	2024-07-09		Parker et al.	Parker,E.,Omah,I.F.,Varilly,P.,Magee,A.,Ayinla,A.O.,Sijuwola,A.E.,Ahmed,M.I.,Ope-ewe,O.O.,Ogunsanya,O.A.,Olono,A.,Eromon,P.,Tomkins-Tinch,C.H.,Otieno,J.R.,Akanbi,O.,Egwuenu,A.,Ehiakhamen,O.,Chukwu,C.,Suleiman,K.,Akinpelu,A.,Ahmad,A.,Imam,K.I.,Ojedele,R.,Oripenaye,V.,Ikeata,K.,Adelakun,S.,Olajumoke,B.,Djuicy,D.D.,Messanga Essengue,L.L.,Moumbeket Yifomnjou,M.H.,Zeller,M.,Gangavarapu,K.,O'Toole,A.,Park,D.J.,Mboowa,G.,Tessema,S.K.,Tebeje,Y.K.,Folarin,O.,Happi,A.,Lemey,P.,Suchard,M.A.,Andersen,K.G.,Sabeti,P.,Rambaut,A.,Njoum,R.,Ihekweazu,C.,Jide,I.,Adetifa,I.,Happi,C.T.,Omah,I.,Isa Imam,K.,Tomkins-Tinch,C.,Richard Otieno,J.,Doreen Djuicy,D.,Landry Messanga Essengue,L.,Henri Moumbeket Yifomnjou,M.,Moneyang Francoise Cely,F.,Flavien,K.,Cyrielle Gonofio,E.,Anne Feissona Senam,R.,Dzeret Indolo,G.,Reize Bani Ampiri,V.,Aymard,D.,Luakanda,G.,J Park,D.,Lemmey,P.,Suchard,M.,Andersen,K.,Mbala,P.,Happi,C.	University of Edinburgh, Institute of Ecology and Evolution	IIb	hMPXV-1	A.2.3	0.9999847877125284	0	617	3	good	good	good	good	good	OPG174:290-347	False	2022.8342465753424
PP853039	PP853039.2	TRM346	2022-09-20	Africa	Nigeria	Lagos		Homo sapiens	2024-07-09		Parker et al.	Parker,E.,Omah,I.F.,Varilly,P.,Magee,A.,Ayinla,A.O.,Sijuwola,A.E.,Ahmed,M.I.,Ope-ewe,O.O.,Ogunsanya,O.A.,Olono,A.,Eromon,P.,Tomkins-Tinch,C.H.,Otieno,J.R.,Akanbi,O.,Egwuenu,A.,Ehiakhamen,O.,Chukwu,C.,Suleiman,K.,Akinpelu,A.,Ahmad,A.,Imam,K.I.,Ojedele,R.,Oripenaye,V.,Ikeata,K.,Adelakun,S.,Olajumoke,B.,Djuicy,D.D.,Messanga Essengue,L.L.,Moumbeket Yifomnjou,M.H.,Zeller,M.,Gangavarapu,K.,O'Toole,A.,Park,D.J.,Mboowa,G.,Tessema,S.K.,Tebeje,Y.K.,Folarin,O.,Happi,A.,Lemey,P.,Suchard,M.A.,Andersen,K.G.,Sabeti,P.,Rambaut,A.,Njoum,R.,Ihekweazu,C.,Jide,I.,Adetifa,I.,Happi,C.T.,Omah,I.,Isa Imam,K.,Tomkins-Tinch,C.,Richard Otieno,J.,Doreen Djuicy,D.,Landry Messanga Essengue,L.,Henri Moumbeket Yifomnjou,M.,Moneyang Francoise Cely,F.,Flavien,K.,Cyrielle Gonofio,E.,Anne Feissona Senam,R.,Dzeret Indolo,G.,Reize Bani Ampiri,V.,Aymard,D.,Luakanda,G.,J Park,D.,Lemmey,P.,Suchard,M.,Andersen,K.,Mbala,P.,Happi,C.	University of Edinburgh, Institute of Ecology and Evolution	IIb	hMPXV-1	A.2	0.9691596225324404	6072	598	10	good	good	good	good	good	OPG174:290-347	False	2022.7191780821918
PP853052	PP853052.1	TRM362	2022-10-14	Africa	Nigeria	Rivers		Homo sapiens	2024-07-09		Parker et al.	Parker,E.,Omah,I.F.,Varilly,P.,Magee,A.,Ayinla,A.O.,Sijuwola,A.E.,Ahmed,M.I.,Ope-ewe,O.O.,Ogunsanya,O.A.,Olono,A.,Eromon,P.,Tomkins-Tinch,C.H.,Otieno,J.R.,Akanbi,O.,Egwuenu,A.,Ehiakhamen,O.,Chukwu,C.,Suleiman,K.,Akinpelu,A.,Ahmad,A.,Imam,K.I.,Ojedele,R.,Oripenaye,V.,Ikeata,K.,Adelakun,S.,Olajumoke,B.,Djuicy,D.D.,Messanga Essengue,L.L.,Moumbeket Yifomnjou,M.H.,Zeller,M.,Gangavarapu,K.,O'Toole,A.,Park,D.J.,Mboowa,G.,Tessema,S.K.,Tebeje,Y.K.,Folarin,O.,Happi,A.,Lemey,P.,Suchard,M.A.,Andersen,K.G.,Sabeti,P.,Rambaut,A.,Njoum,R.,Ihekweazu,C.,Jide,I.,Adetifa,I.,Happi,C.T.,Omah,I.,Isa Imam,K.,Tomkins-Tinch,C.,Richard Otieno,J.,Doreen Djuicy,D.,Landry Messanga Essengue,L.,Henri Moumbeket Yifomnjou,M.,Moneyang Francoise Cely,F.,Flavien,K.,Cyrielle Gonofio,E.,Anne Feissona Senam,R.,Dzeret Indolo,G.,Reize Bani Ampiri,V.,Aymard,D.,Luakanda,G.,J Park,D.,Lemmey,P.,Suchard,M.,Andersen,K.,Mbala,P.,Happi,C.	University of Edinburgh, Institute of Ecology and Evolution	IIb	hMPXV-1	A.2.2	0.9999797169500376	0	603	4	good	good	good	mediocre	good	OPG119:59-162,OPG174:290-347	False	2022.7849315068493
PP860026	PP860026.1	14V-4552	2018-05-10	Africa	Cameroon	North-West Region		Homo sapiens	2024-07-09		Djuicy et al.	Djuicy,D.D.,Omah,I.F.,Parker,E.,Tomkins-Tinch,C.H.,Otieno,J.R.,Yifomnjou,M.H.M.,Essengue,L.L.M.,Ayinla,A.O.,Sijuwola,A.E.,Ahmed,M.I.,Ope-ewe,O.O.,Ogunsanya,O.A.,Olono,A.,Eromon,P.,Yonga,M.G.W.,Essima,G.D.,Touoyem,I.P.,Mounchili,L.J.M.,Eyangoh,S.I.,Esso,L.,Nguidjol,I.M.E.,Metomb,S.F.,Chebo,C.,Agwe,S.M.,Mossi,H.M.,Bilounga,C.N.,Etoundi,A.G.M.,Akanbi,O.,Egwuenu,A.,Ehiakhamen,O.,Chukwu,C.,Suleiman,K.,Akinpelu,A.,Ahmad,A.,Imam,K.I.,Ojedele,R.,Oripenaye,V.,Ikeata,K.,Adelakun,S.,Olajumoke,B.,O'Toole,A.,Magee,A.,Zeller,M.,Gangavarapu,K.,Varilly,P.,Park,D.J.,Mboowa,G.,Kifle Tessema,S.,Tebeje,Y.K.,Folarin,O.,Happi,A.,Lemey,P.,Suchard,M.A.,Andersen,K.G.,Sabeti,P.,Rambaut,A.,Ihekweazu,C.,Jide,I.,Adetifa,I.,Njoum,R.,Happi,C.T.,Doreen Djuicy,D.,Omah,I.,Isa Imam,K.,Tomkins-Tinch,C.,Richard Otieno,J.,Landry Messanga Essengue,L.,Henri Moumbeket Yifomnjou,M.,Moneyang Francoise Cely,F.,Flavien,K.,Cyrielle Gonofio,E.,Anne Feissona Senam,R.,Dzeret Indolo,G.,Reize Bani Ampiri,V.,Aymard,D.,Luakanda,G.,J Park,D.,Lemmey,P.,Suchard,M.,Andersen,K.,Mbala,P.,Happi,C.	University of Edinburgh, Institute of Ecology and Evolution	IIb			1.0	0	546	0	good	good	good	good	good	OPG044:146-150,OPG047:483,OPG191:167-169	False	2018.354794520548
PP860031	PP860031.1	21V-04877	2021-07-22	Africa	Cameroon	Centre Region		Homo sapiens	2024-07-09		Djuicy et al.	Djuicy,D.D.,Omah,I.F.,Parker,E.,Tomkins-Tinch,C.H.,Otieno,J.R.,Yifomnjou,M.H.M.,Essengue,L.L.M.,Ayinla,A.O.,Sijuwola,A.E.,Ahmed,M.I.,Ope-ewe,O.O.,Ogunsanya,O.A.,Olono,A.,Eromon,P.,Yonga,M.G.W.,Essima,G.D.,Touoyem,I.P.,Mounchili,L.J.M.,Eyangoh,S.I.,Esso,L.,Nguidjol,I.M.E.,Metomb,S.F.,Chebo,C.,Agwe,S.M.,Mossi,H.M.,Bilounga,C.N.,Etoundi,A.G.M.,Akanbi,O.,Egwuenu,A.,Ehiakhamen,O.,Chukwu,C.,Suleiman,K.,Akinpelu,A.,Ahmad,A.,Imam,K.I.,Ojedele,R.,Oripenaye,V.,Ikeata,K.,Adelakun,S.,Olajumoke,B.,O'Toole,A.,Magee,A.,Zeller,M.,Gangavarapu,K.,Varilly,P.,Park,D.J.,Mboowa,G.,Kifle Tessema,S.,Tebeje,Y.K.,Folarin,O.,Happi,A.,Lemey,P.,Suchard,M.A.,Andersen,K.G.,Sabeti,P.,Rambaut,A.,Ihekweazu,C.,Jide,I.,Adetifa,I.,Njoum,R.,Happi,C.T.,Doreen Djuicy,D.,Omah,I.,Isa Imam,K.,Tomkins-Tinch,C.,Richard Otieno,J.,Landry Messanga Essengue,L.,Henri Moumbeket Yifomnjou,M.,Moneyang Francoise Cely,F.,Flavien,K.,Cyrielle Gonofio,E.,Anne Feissona Senam,R.,Dzeret Indolo,G.,Reize Bani Ampiri,V.,Aymard,D.,Luakanda,G.,J Park,D.,Lemmey,P.,Suchard,M.,Andersen,K.,Mbala,P.,Happi,C.	University of Edinburgh, Institute of Ecology and Evolution	IIb			1.0	0	529	0	good	good	good	good	good	OPG047:483,OPG050:73-76,OPG191:167-169	False	2021.554794520548
PP882826	PP882826.1	PP882826	2023-11-28	North America	USA			Homo sapiens	2024-06-11		Kath et al.	Kath,C.,Haw,M.,Espinosa,A.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1.20	0.989833121206436	1321	611	0	good	good	good	good	good		False	2023.9082191780822
PP882827	PP882827.2	PP882827	2024-01-11	North America	USA			Homo sapiens	2024-06-11		Kath et al.	Kath,C.,Haw,M.,Espinosa,A.,Hacker,J.	CDPH, VRDL	IIb	hMPXV-1	B.1.20	0.97536116505839	3319	601	0	good	good	good	good	good		False	2024.02868852459
PP918962	PP918962.1	MPXV/Human/USA/CA-LACPHL-MA00626/2024	2024-05-17	North America	USA			Homo sapiens	2024-06-23		Heibeck et al.	Heibeck,N.,Garrigues,J.,Green,N.	Los Angeles Department of Public Health, Los Angeles Department of Public Health Laboratory	IIb	hMPXV-1	B.1	0.9879467975599492	904	614	2	good	good	good	good	good		False	2024.3756830601094
PP918963	PP918963.1	MPXV/Human/USA/CA-LACPHL-MA00629/2024	2024-05-28	North America	USA			Homo sapiens	2024-06-23		Heibeck et al.	Heibeck,N.,Garrigues,J.,Green,N.	Los Angeles Department of Public Health, Los Angeles Department of Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.8672525087597422	23255	540	1	bad	good	good	good	good		False	2024.405737704918
PP936028	PP936028.1	MPXV/Human/USA/CA-LACPHL-MA00630/2024	2024-05-29	North America	USA			Homo sapiens	2024-06-26		Heibeck et al.	Heibeck,N.	Los Angeles Department of Public Health, Los Angeles Department of Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9794583411507588	1771	605	1	good	good	good	good	good		False	2024.4084699453551
PP936030	PP936030.1	MPXV/Human/USA/CA-LACPHL-MA00632/2024	2024-05-30	North America	USA			Homo sapiens	2024-06-26		Heibeck et al.	Heibeck,N.	Los Angeles Department of Public Health, Los Angeles Department of Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9836315786804862	2380	606	0	good	good	good	good	good		False	2024.4112021857923
PP936031	PP936031.1	MPXV/Human/USA/CA-LACPHL-MA00633/2024	2024-05-30	North America	USA			Homo sapiens	2024-06-26		Heibeck et al.	Heibeck,N.	Los Angeles Department of Public Health, Los Angeles Department of Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.983885116805014	1592	609	1	good	good	good	good	good		False	2024.4112021857923
PP970527	PP970527.1	WA-UW-429625	2024-05-28	North America	USA	Washington		Homo sapiens	2024-07-07		Roychoudhury et al.	Roychoudhury,P.,Xie,X.,Sereewit,J.,Ellis,S.,Greninger,A.	University of Washington, Laboratory Medicine and Pathology	IIb	hMPXV-1	B.1.20	1.0	0	629	0	good	good	good	good	good		False	2024.405737704918
PP970528	PP970528.1	WA-UW-490338	2024-05-30	North America	USA	Washington		Homo sapiens	2024-07-07		Roychoudhury et al.	Roychoudhury,P.,Xie,X.,Sereewit,J.,Ellis,S.,Greninger,A.	University of Washington, Laboratory Medicine and Pathology	IIb	hMPXV-1	B.1.20	0.9999949292375094	0	629	1	good	good	good	good	good		False	2024.4112021857923
PQ008837	PQ008837.1	MPXV/Germany/2024/ON/RKI1095	2024-05-XX	Europe	Germany			Homo sapiens	2024-07-20		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.20	0.9655745934516172	279	595	0	good	good	good	good	good		False	[2024.3319672131147:2024.4139344262296]
PQ015097	PQ015097.1	MPXV/Human/USA/CA-LACPHL-MA00638/2024	2024-06-17	North America	USA			Homo sapiens	2024-07-21		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9837279231678068	1064	610	1	good	good	good	good	good	OPG025:266-631	False	2024.4603825136612
PQ015100	PQ015100.1	MPXV/Human/USA/CA-LACPHL-MA00641/2024	2024-06-27	North America	USA			Homo sapiens	2024-07-21		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9577909730286144	6003	598	5	good	good	good	good	good		False	2024.4877049180327
PQ015101	PQ015101.1	MPXV/Human/USA/CA-LACPHL-MA00642/2024	2024-06-13	North America	USA			Homo sapiens	2024-07-21		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.8959631659812686	17412	554	3	mediocre	good	good	good	good		False	2024.4494535519125
PQ015102	PQ015102.1	MPXV/Human/USA/CA-LACPHL-MA00643/2024	2024-06-21	North America	USA			Homo sapiens	2024-07-21		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.9846761557535406	159	612	1	good	good	good	good	good		False	2024.47131147541
PQ059896	PQ059896.1	MPXV/Human/USA/CA-LACPHL-MA00649/2024	2024-06-17	North America	USA			Homo sapiens	2024-07-28		Heibeck et al.	Heibeck,N.	Los Angeles Department of Public Health, Los Angeles Department of Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.8940109224224047	18137	541	3	mediocre	good	good	good	good		False	2024.4603825136612
PQ065583	PQ065583.1	NY-NYCPHL-001348	2024-06-XX	North America	USA	New York	New York City	Homo sapiens	2024-07-29		Clabby et al.	Clabby,T.,Amin,H.S.,Taki,F.,Su,M.,Wang,J.C.,De La Cruz,N.,Olsen,A.,Thi,C.,Akther,S.,Chowdhury,M.,Omoregie,E.,Polanco,M.,Chen,X.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9881394865345902	805	613	0	good	good	good	good	good		False	[2024.4166666666667:2024.4959016393443]
PQ065585	PQ065585.1	NY-NYCPHL-001350	2024-06-XX	North America	USA	New York	New York City	Homo sapiens	2024-07-29		Clabby et al.	Clabby,T.,Amin,H.S.,Taki,F.,Su,M.,Wang,J.C.,De La Cruz,N.,Olsen,A.,Thi,C.,Akther,S.,Chowdhury,M.,Omoregie,E.,Polanco,M.,Chen,X.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9840879473046362	1602	608	2	good	good	good	good	good	OPG153:387-510	False	[2024.4166666666667:2024.4959016393443]
